t,i,j,readers
1499858680,480,488,['305']
1499858680,480,1464,['305']
1499858680,488,1464,['305']
1499858680,558,779,"['011', '305']"
1499858680,558,903,"['011', '305']"
1499858680,558,995,"['011', '305']"
1499858680,558,1457,"['011', '305']"
1499858680,558,1574,"['011', '305']"
1499858680,584,597,['036']
1499858680,584,936,['036']
1499858680,654,1748,['036']
1499858680,746,907,"['005', '011', '036', '305']"
1499858700,28,272,"['005', '036', '305']"
1499858700,28,376,"['005', '036', '305']"
1499858700,32,591,"['011', '014', '305']"
1499858700,79,296,"['036', '305']"
1499858700,107,387,"['011', '305']"
1499858700,158,1168,"['038', '303']"
1499858700,160,995,['305']
1499858700,160,1749,['305']
1499858700,196,387,"['011', '305']"
1499858700,232,832,"['005', '011']"
1499858700,234,1749,['305']
1499858700,250,1411,['005']
1499858700,250,1677,['154']
1499858700,272,376,"['005', '036']"
1499858700,296,1622,"['036', '305']"
1499858700,314,744,"['005', '011', '036']"
1499858700,314,1811,"['005', '011', '036']"
1499858700,453,461,"['011', '305']"
1499858700,453,1052,"['011', '305']"
1499858700,454,480,['305']
1499858700,454,1464,['305']
1499858700,465,591,"['011', '014', '305']"
1499858700,465,1063,['036']
1499858700,488,1159,['305']
1499858700,512,1457,['036']
1499858700,548,1411,['005']
1499858700,548,1677,['154']
1499858700,558,591,"['011', '014', '305']"
1499858700,558,995,['305']
1499858700,579,1482,"['005', '036', '082']"
1499858700,591,654,"['005', '011', '014', '036', '305']"
1499858700,591,741,"['011', '014', '305']"
1499858700,591,1449,"['011', '014', '305']"
1499858700,591,1604,"['011', '014', '305']"
1499858700,654,1748,"['005', '011', '036', '305']"
1499858700,695,832,"['005', '011']"
1499858700,703,903,"['015', '036', '305']"
1499858700,741,1609,"['036', '305']"
1499858700,921,1063,['036']
1499858700,995,1422,['305']
1499858700,995,1574,['305']
1499858700,1055,1429,"['005', '036', '305']"
1499858700,1411,1677,"['005', '154']"
1499858700,1421,1809,"['005', '011']"
1499858700,1574,1809,"['005', '011']"
1499858720,28,272,"['005', '036']"
1499858720,34,553,"['015', '078']"
1499858720,45,1811,"['011', '036']"
1499858720,79,429,"['011', '015', '305']"
1499858720,132,1657,"['011', '036', '305']"
1499858720,160,234,['011']
1499858720,160,703,['011']
1499858720,160,1080,['011']
1499858720,160,1749,['011']
1499858720,162,1052,['305']
1499858720,173,678,"['005', '011', '036', '305']"
1499858720,314,1811,"['011', '036']"
1499858720,429,1574,"['011', '015', '305']"
1499858720,432,650,"['011', '305']"
1499858720,453,1052,['305']
1499858720,488,1159,['305']
1499858720,744,1811,"['011', '036']"
1499858720,1574,1881,"['005', '011']"
1499858740,18,741,['005']
1499858740,18,1748,"['036', '305']"
1499858740,21,852,"['036', '305']"
1499858740,32,480,['305']
1499858740,79,1421,"['011', '014', '015', '305']"
1499858740,162,453,"['036', '305']"
1499858740,162,1052,"['036', '305']"
1499858740,196,393,"['005', '011', '036', '305']"
1499858740,196,1887,"['005', '011', '036', '305']"
1499858740,296,1622,"['036', '305']"
1499858740,318,1748,"['036', '305']"
1499858740,429,1421,"['011', '014', '015', '305']"
1499858740,454,480,['305']
1499858740,461,751,['305']
1499858740,461,768,"['011', '305']"
1499858740,480,1464,['305']
1499858740,512,597,['036']
1499858740,512,1457,['036']
1499858740,558,779,"['005', '011', '305']"
1499858740,558,1574,"['005', '011', '305']"
1499858740,558,1881,"['005', '011', '305']"
1499858740,558,1911,"['005', '011', '305']"
1499858740,584,936,"['005', '036']"
1499858740,654,1748,"['036', '305']"
1499858740,741,1609,['005']
1499858740,1748,1763,"['036', '305']"
1499858760,18,1609,"['011', '305']"
1499858760,28,376,"['005', '036', '305']"
1499858760,45,314,"['005', '036']"
1499858760,107,387,['305']
1499858760,134,1795,"['005', '011', '036', '305']"
1499858760,160,1457,['011']
1499858760,160,1749,"['011', '036', '305']"
1499858760,232,832,"['005', '036']"
1499858760,234,703,"['011', '305']"
1499858760,234,1749,"['011', '036', '305']"
1499858760,254,1055,"['005', '036', '305']"
1499858760,276,1025,"['036', '305']"
1499858760,314,744,"['005', '036']"
1499858760,314,869,"['005', '011', '036']"
1499858760,314,1811,"['005', '036']"
1499858760,333,869,"['005', '011', '036']"
1499858760,387,1822,['305']
1499858760,453,1052,['305']
1499858760,453,1657,['305']
1499858760,454,480,['305']
1499858760,454,1464,['305']
1499858760,465,591,"['005', '011', '036', '305']"
1499858760,558,1457,['011']
1499858760,579,1482,"['005', '036', '305']"
1499858760,591,1114,"['005', '011', '036', '305']"
1499858760,591,1449,"['005', '011', '036', '305']"
1499858760,591,1604,"['005', '011', '036', '305']"
1499858760,654,1748,['036']
1499858760,695,832,"['005', '036']"
1499858760,703,903,"['011', '036', '305']"
1499858760,703,1809,"['011', '305']"
1499858760,741,1609,"['011', '305']"
1499858760,779,1457,['011']
1499858760,869,1811,"['005', '011', '036']"
1499858760,903,1574,"['011', '036', '305']"
1499858760,903,1809,"['011', '036', '305']"
1499858760,921,1063,"['036', '305']"
1499858760,1055,1429,"['005', '036', '305']"
1499858760,1411,1677,"['005', '154']"
1499858760,1457,1574,['011']
1499858760,1457,1604,['011']
1499858760,1457,1881,['011']
1499858780,45,1811,"['005', '011', '036', '305']"
1499858780,160,234,"['011', '014', '036', '305']"
1499858780,160,255,"['011', '014', '036', '305']"
1499858780,160,1080,"['011', '014', '036', '305']"
1499858780,162,1052,['305']
1499858780,173,678,"['005', '036', '305']"
1499858780,173,869,"['005', '036', '305']"
1499858780,181,209,"['005', '036', '082']"
1499858780,181,1889,"['005', '036', '082']"
1499858780,221,590,['305']
1499858780,221,735,['305']
1499858780,232,695,"['005', '011', '305']"
1499858780,232,832,"['005', '011', '305']"
1499858780,314,1811,"['005', '011', '036', '305']"
1499858780,333,1811,"['005', '011', '036', '305']"
1499858780,334,1159,['305']
1499858780,429,491,"['011', '015']"
1499858780,429,1421,"['011', '015']"
1499858780,429,1574,"['011', '015']"
1499858780,432,650,['011']
1499858780,453,1052,['305']
1499858780,488,1159,['305']
1499858780,553,1052,['305']
1499858780,558,1911,['011']
1499858780,579,1482,"['005', '036']"
1499858780,650,1881,"['005', '011']"
1499858780,694,1818,"['005', '011', '036', '305']"
1499858780,744,1811,"['005', '011', '036', '305']"
1499858780,1052,1657,['305']
1499858780,1574,1881,"['005', '011']"
1499858780,1574,1911,['011']
1499858800,18,741,['036']
1499858800,39,581,"['005', '036', '305']"
1499858800,79,1421,['011']
1499858800,196,393,"['011', '305']"
1499858800,196,882,"['011', '305']"
1499858800,196,1859,"['011', '305']"
1499858800,196,1887,"['011', '305']"
1499858800,429,1421,['011']
1499858800,454,480,"['036', '305']"
1499858800,461,768,['305']
1499858800,480,882,"['036', '305']"
1499858800,480,1464,"['036', '305']"
1499858800,512,557,"['005', '036']"
1499858800,512,597,"['005', '036']"
1499858800,558,779,['011']
1499858800,558,903,['011']
1499858800,558,1457,['011']
1499858800,558,1574,['011']
1499858800,558,1911,['011']
1499858800,591,741,['036']
1499858800,591,1604,"['005', '011', '036', '305']"
1499858800,654,1748,"['036', '305']"
1499858800,741,1609,['036']
1499858800,751,768,['305']
1499858800,1055,1429,"['005', '011']"
1499858800,1421,1574,['011']
1499858820,45,314,"['005', '011', '036', '154', '305']"
1499858820,47,1441,"['036', '305']"
1499858820,70,347,['305']
1499858820,79,1457,"['011', '154']"
1499858820,162,496,['305']
1499858820,193,591,"['005', '011', '014', '036', '305']"
1499858820,199,429,['011']
1499858820,199,558,['011']
1499858820,232,832,"['005', '011']"
1499858820,234,1749,"['011', '036', '305']"
1499858820,250,1411,"['005', '036']"
1499858820,259,869,"['005', '036']"
1499858820,276,1025,"['005', '036']"
1499858820,296,1622,"['005', '014', '036', '305']"
1499858820,314,744,"['005', '011', '036', '154', '305']"
1499858820,314,1811,"['005', '011', '036', '154', '305']"
1499858820,441,1502,['305']
1499858820,453,882,"['011', '015', '036', '305']"
1499858820,453,1052,"['011', '015', '036', '305']"
1499858820,453,1657,"['011', '015', '036', '305']"
1499858820,453,1822,"['011', '015', '036', '305']"
1499858820,488,1159,['305']
1499858820,496,882,['305']
1499858820,496,1657,['305']
1499858820,496,1749,"['011', '036', '305']"
1499858820,558,1457,"['011', '154']"
1499858820,591,741,"['005', '011', '014', '036', '305']"
1499858820,591,1449,"['005', '011', '014', '036', '305']"
1499858820,591,1604,"['005', '011', '014', '036', '305']"
1499858820,649,1677,"['005', '036']"
1499858820,654,1748,"['036', '305']"
1499858820,695,832,"['005', '011']"
1499858820,719,1055,"['005', '011', '036', '154']"
1499858820,741,1609,['305']
